"Kods","RegNr","Regions","Nosaukums","Adrese","Epasts","Talrunis","DirektoraVards","DirektoraUzvards","Plusma","Izglitojamie","Urbanizacija"
221302,"4113900619","Kurzemes reģions","Rojas vidusskola","ZVEJNIEKU IELA 7, ROJA, ROJAS NOVADS, LV-3264","rojasvsk@inbox.lv","63291526","GUNDEGA","POLE","Latviešu",342,"lauki"
221303,"4113900620","Kurzemes reģions","Sabiles vidusskola","VENTSPILS IELA 17A, SABILE, TALSU NOVADS, LV-3294","sabilesvidusskola@talsi.lv","63232301, 63232302, 63237021","RUDĪTE","BLĀZE","Latviešu",138,"pilseta"
221304,"4119902544","Kurzemes reģions","Talsu Valsts ģimnāzija","BRĪVĪBAS IELA 29, TALSI, TALSU NOVADS, LV-3201","talsugimnazija@latnet.lv","63291765","GUNDARS","SEBRIS","Latviešu",261,"pilseta"
221305,"4113900617","Kurzemes reģions","Talsu 2. vidusskola","KĀRĻA MĪLENBAHA IELA 32, TALSI, TALSU NOVADS, LV-3201","talsu2vsk@ls.lv","63232160, 63232161","OĻEGS","SOLOVJOVS","Latviešu",646,"pilseta"
221306,"4113900616","Kurzemes reģions","Valdemārpils vidusskola","SKOLAS IELA 3, VALDEMĀRPILS, TALSU NOVADS, LV-3260","valdemarpils.vidusskola@talsi.lv","63291102","ANDRIS","DZENIS","Latviešu",268,"pilseta"
221307,"4113900624","Kurzemes reģions","Mērsraga vidusskola","SKOLAS IELA 8, MĒRSRAGS, MĒRSRAGA NOVADS, LV-3284","mersragskola@inbox.lv","63237841","ILZE","INDRUŠKEVIČA","Latviešu",176,"lauki"
221380,"4113801678","Kurzemes reģions","Talsu Kristīgā vidusskola","JUSTĪNA GROTA IELA 1, TALSI, TALSU NOVADS, LV-3201","vesmalinge@inbox.lv","63291670, 29412565","INGUNA","GRUZNIŅA","Latviešu",279,"pilseta"
221401,"4114900622","Kurzemes reģions","Talsu novada Vakara un neklātienes vidusskola","KĀRĻA MĪLENBAHA IELA 30, TALSI, TALSU NOVADS, LV-3201","talsuvakarskola@inbox.lv","63232204, 63232206, 63232207","INETA","PUGOVIČA","Latviešu",206,"pilseta"
222201,"4122901355","Kurzemes reģions","Mazirbes internātpamatskola","MAZIRBE, KOLKAS PAGASTS, DUNDAGAS NOVADS, LV-3275","ilzek@dundaga.lv","63255096","ILZE","KRIĶĪTE","Latviešu",16,"lauki"
222202,"4122901278","Kurzemes reģions","Upesgrīvas internātpamatskola","UGUŅCIEMS, VANDZENES PAGASTS, TALSU NOVADS, LV-3284","upesgriva.skola@gmail.com","63254505","MAIJA","AVENIŅA","Latviešu",92,"lauki"
261201,"4112900052","Kurzemes reģions","Ances pamatskola","ANCE, ANCES PAGASTS, VENTSPILS NOVADS, LV-3612","ancespsk@ventspilsnd.lv","63630061","ELITA","KUĢENIECE","Latviešu",50,"lauki"
261203,"4112900049","Kurzemes reģions","Popes pamatskola","POPE, POPES PAGASTS, VENTSPILS NOVADS, LV-3614","popespsk@ventspilsnd.lv","63681055 63681066","LIDIJA","VAŠUKA","Latviešu",78,"lauki"
261204,"4112900054","Kurzemes reģions","Puzes pamatskola","PUZES PAGASTS, VENTSPILS NOVADS, LV-3613","puzespsk@ventspilsnd.lv","25428747","NELLIJA","SILEVIČA","Latviešu",71,"lauki"
261205,"4112900050","Kurzemes reģions","Tārgales pamatskola","TĀRGALE, TĀRGALES PAGASTS, VENTSPILS NOVADS, LV-3621","targalespsk@ventspilsnd.lv","63620504","ILZE","JUDZIKA","Latviešu",132,"lauki"
261206,"4112900047","Kurzemes reģions","Užavas pamatskola","UŽAVA, UŽAVAS PAGASTS, VENTSPILS NOVADS, LV-3627","uzavaspsk@ventspilsnd.lv","26331028","GUNTRA","MAGONĪTE","Latviešu",72,"lauki"
261208,"4112900544","Kurzemes reģions","Zlēku pamatskola","ZLĒKAS, ZLĒKU PAGASTS, VENTSPILS NOVADS, LV-3617","zlekupsk@ventspilsnd.lv","28809727","ASTRĪDA","VALOVA","Latviešu",28,"lauki"
261209,"4112900046","Kurzemes reģions","Zūru pamatskola","SKOLAS IELA 10, VENTAVA, VĀRVES PAGASTS, VENTSPILS NOVADS, LV-3623","zurupsk@ventspilsnd.lv","22041992","IVETA","MĀTERE","Latviešu",132,"lauki"
261211,"4112900053","Kurzemes reģions","Jūrkalnes pamatskola","JŪRKALNE, JŪRKALNES PAGASTS, VENTSPILS NOVADS, LV-3626","jurkalnespsk@ventspilsnd.lv","20235024","RUDĪTE","RUDBAHA","Latviešu",13,"lauki"
261301,"4113900543","Kurzemes reģions","Piltenes vidusskola","LIELĀ IELA 13, PILTENE, VENTSPILS NOVADS, LV-3620","piltenesvsk@ventspilsnd.lv","63607750","BAIBA","ŠULCA","Latviešu",117,"pilseta"
261302,"4113900055","Kurzemes reģions","Ugāles vidusskola","SKOLAS IELA 5a, UGĀLE, UGĀLES PAGASTS, VENTSPILS NOVADS, LV-3615","ugalesvsk@ventspilsnd.lv","63607785","LĀSMA","MILLERE","Latviešu",245,"lauki"
262201,"4122901132","Kurzemes reģions","Stiklu internātpamatskola","STIKLI, PUZES PAGASTS, VENTSPILS NOVADS, LV-3613","stikli@inbox.lv","63630348","LIENĪTE","ALSBERGA","Latviešu",62,"lauki"
031201,"4212900431","Latgales reģions","Žīguru pamatskola","PARKA IELA 9, ŽĪGURI, ŽĪGURU PAGASTS, VIĻAKAS NOVADS, LV-4584","ziguri.skola@vilaka.lv","64521833 64521618","SANITA","ORLOVSKA","Latviešu",55,"lauki"
031202,"4212900421","Latgales reģions","Briežuciema pamatskola","GRŪŠĻEVA, BRIEŽUCIEMA PAGASTS, BALVU NOVADS, LV-4595","briezuciema_psk@inbox.lv","64522409, 64521298","AIGARS","KEIŠS","Latviešu",34,"lauki"
031203,"4212900422","Latgales reģions","Rugāju novada Eglaines pamatskola","SKOLAS IELA 3, BENISLAVA, LAZDUKALNA PAGASTS, RUGĀJU NOVADS, LV-4577","eglaine-lazdukalns@inbox.lv","64546819","EDUARDS","STALIDZĀNS","Latviešu",69,"lauki"
031206,"4212900426","Latgales reģions","Stacijas pamatskola","SKOLAS IELA 12, BALVU STACIJA, KUBULU PAGASTS, BALVU NOVADS, LV-4566","stacijaspsk@balvi.lv","64560027","RUTA","BUKŠA","Latviešu",130,"lauki"
031207,"4212900429","Latgales reģions","Viduču pamatskola","""Pienenes"", SEMENOVA, MEDŅEVAS PAGASTS, VIĻAKAS NOVADS, LV-4586","viduci@inbox.lv","64521594","INĀRA","SOKIRKA","Latviešu",96,"lauki"
031210,"4212900427","Latgales reģions","Upītes pamatskola","STABĻOVAS IELA 1, UPĪTE, ŠĶILBĒNU PAGASTS, VIĻAKAS NOVADS, LV-4587","upites.skola@inbox.lv","64546273","SVETLANA","BUKOVSKA","Latviešu",55,"lauki"
031211,"4212900432","Latgales reģions","Tilžas internātpamatskola","PĀRUPES IELA 4, TILŽA, TILŽAS PAGASTS, BALVU NOVADS, LV-4572","tis_dati@inbox.lv","64563858","ILUTA","BĒRZIŠA","Latviešu",77,"lauki"
031213,"4212900074","Latgales reģions","Viļakas pamatskola","PILS IELA 11a, VIĻAKA, VIĻAKAS NOVADS, LV-4583","vpamatskola@inbox.lv","64563314  25422913","ANŽELIKA","LOČMELE","Latviešu",88,"pilseta"
031214,"4212901935","Latgales reģions","Balvu pamatskola","PARTIZĀNU IELA 16, BALVI, BALVU NOVADS, LV-4501","pamatskola@balvi.lv","64507006,64507008","MĀRA","PIMANOVA","LK",459,"pilseta"
031301,"4219900434","Latgales reģions","Balvu Valsts ģimnāzija","DĀRZA IELA 2, BALVI, BALVU NOVADS, LV-4501","bpg@balvi.lv","64522727","INESE","PAIDERE","Latviešu",287,"pilseta"
031305,"4213900440","Latgales reģions","Baltinavas vidusskola","KĀRSAVAS IELA 22, BALTINAVA, BALTINAVAS NOVADS, LV-4594","Baltinava-vsk@inbox.lv","64521301, 64521322","IMANTS","SLIŠĀNS","Latviešu",107,"lauki"
031306,"4213900436","Latgales reģions","Bērzpils vidusskola","DĀRZA IELA 12, BĒRZPILS, BĒRZPILS PAGASTS, BALVU NOVADS, LV-4576","berzpilsvsk@balvi.lv","64521990","ILONA","STEPĀNE","Latviešu",98,"lauki"
031307,"4213900439","Latgales reģions","Tilžas vidusskola","RAIŅA IELA 15, TILŽA, TILŽAS PAGASTS, BALVU NOVADS, LV-4572","tvtilza@apollo.lv","64563865","GUNTA","RIŽĀ","Latviešu",107,"lauki"
031308,"4213900437","Latgales reģions","Rekavas vidusskola","SKOLAS IELA 1, REKOVA, ŠĶILBĒNU PAGASTS, VIĻAKAS NOVADS, LV-4587","rekava@inbox.lv","64522656","PĒTERIS","VANCĀNS","Latviešu",150,"lauki"
031309,"4213902769","Latgales reģions","Rugāju novada vidusskola","KURMENES IELA 87, RUGĀJI, RUGĀJU PAGASTS, RUGĀJU NOVADS, LV-4570","rugvsk@gmail.com","64521335","IVETA","ARELKEVIČA","Latviešu",172,"lauki"
031311,"4219900075","Latgales reģions","Viļakas Valsts ģimnāzija","PILS IELA 11, VIĻAKA, VIĻAKAS NOVADS, LV-4583","vvg_skola@inbox.lv","64507135","SARMĪTE","ŠAICĀNE","Latviešu",109,"pilseta"
032201,"4222900433","Latgales reģions","Baltinavas Kristīgā internātpamatskola","KĀRSAVAS IELA 24, BALTINAVA, BALTINAVAS NOVADS, LV-4594","baltinava.ksi@inbox.lv","64521290, 64521291, 64521292","INTA","VILKASTE","Latviešu",29,"lauki"
033101,"4231903046","Latgales reģions","Balvu profesionālā un vispārizglītojošā vidusskola","VIDZEMES IELA 26, BALVI, BALVU NOVADS, LV-4501","bpvv@balvi.lv","64521940","BIRUTA","VIZULE","Latviešu",181,"pilseta"
061201,"4212900508","Latgales reģions","Subates pamatskola","TIRGUS LAUKUMS 20, SUBATE, ILŪKSTES NOVADS, LV-5471","skola@subate.lv","65463117","JĀZEPS","MAČUKS","Latviešu",60,"pilseta"
061204,"4212900501","Latgales reģions","Eglaines pamatskola","SKOLAS IELA 41, EGLAINE, EGLAINES PAGASTS, ILŪKSTES NOVADS, LV-5444","skola@eglaine.lv","65437033","EVA","LINKEVIČA","Latviešu",76,"lauki"
061205,"4212900502","Latgales reģions","Kalupes pamatskola","LIELĀ IELA 35, KALUPE, KALUPES PAGASTS, DAUGAVPILS NOVADS, LV-5450","skola@kalupe.lv","65440540","INĀRA","ONDZULE","Latviešu",62,"lauki"
061209,"4212900499","Latgales reģions","Birznieku pamatskola","MIERA IELA 28, MIRNIJS, LAUCESAS PAGASTS, DAUGAVPILS NOVADS, LV-5461","birzskola@laucese.lv","65476872","PĀVELS","VAGEĻS","Krievu",52,"lauki"
061210,"4212900511","Latgales reģions","Naujenes pamatskola","STACIJAS IELA 8, NAUJENE, NAUJENES PAGASTS, DAUGAVPILS NOVADS, LV-5462","pamatskola@naujene.lv","65476858","PĀVELS","BROVKINS","Latviešu",115,"lauki"
061211,"4212900509","Latgales reģions","Tabores pamatskola","OKTOBRA IELA 39, TABORE, TABORES PAGASTS, DAUGAVPILS NOVADS, LV-5465","skola@tabore.lv","65471216","VALENTĪNA","VAVŽIŅAKA","Krievu",48,"lauki"
061213,"4212900510","Latgales reģions","Nīcgales pamatskola","SKOLAS IELA 15, NĪCGALE, NĪCGALES PAGASTS, DAUGAVPILS NOVADS, LV-5463","skola@nicgale.lv","65471100","ANTIJA","VĒVERE","Latviešu",48,"lauki"
061214,"4212900503","Latgales reģions","Skrudalienas pamatskola","MIERA IELA 12, SKRUDALIENA, SKRUDALIENAS PAGASTS, DAUGAVPILS NOVADS, LV-5470","skrudalienas.skola@skrudaliena.lv","65437658","LIENE","VASIĻJEVA","Latviešu",41,"lauki"
061215,"4212900498","Latgales reģions","Randenes pamatskola","VĀRPAS IELA 2, RANDENE, KALKŪNES PAGASTS, DAUGAVPILS NOVADS, LV-5449","skola@kalkuni.lv","65474942","LIDIJA","PEIPIŅA","Krievu",50,"lauki"
061217,"4212900506","Latgales reģions","Lāču pamatskola","MUZEJA IELA 2, LOCIKI, NAUJENES PAGASTS, DAUGAVPILS NOVADS, LV-5458","skola@naujene.lv","65474565","ANDRIS","MEŠKOVSKIS","LK",111,"lauki"
061218,"4212900504","Latgales reģions","Biķernieku pamatskola","SKOLAS IELA 1, BIĶERNIEKI, BIĶERNIEKU PAGASTS, DAUGAVPILS NOVADS, LV-5440","skola@bikerniekupag.lv","65822944","ALEKSEJS","MACKEVIČS","Krievu",70,"lauki"
061219,"4212902413","Latgales reģions","Silenes pamatskola","SKOLAS IELA 19, SILENE, SKRUDALIENAS PAGASTS, DAUGAVPILS NOVADS, LV-5470","silenes.skola@skrudaliena.lv","65439367","TATJANA","KLOPOVA","LK",62,"lauki"
061220,"4212902988","Latgales reģions","Medumu pamatskola","ALEJAS IELA 20, MEDUMI, MEDUMU PAGASTS, DAUGAVPILS NOVADS, LV-5460","skola@medumi.lv","65471555","VITA","SKVORCOVA","Latviešu",47,"lauki"
061301,"4213900513","Latgales reģions","Ilūkstes 1. vidusskola","RAIŅA IELA 49, ILŪKSTE, ILŪKSTES NOVADS, LV-5447","1vidusskola@ilukste.lv","65462184","VELTA","ŠTERNA","Latviešu",275,"pilseta"
061302,"4213902826","Latgales reģions","Ilūkstes Sadraudzības vidusskola","STADIONA IELA 1, ILŪKSTE, ILŪKSTES NOVADS, LV-5447","sadraudzibas.vsk@ilukste.lv","65462398","ALITE","KUDIŅA","LK",188,"pilseta"
061307,"4213900512","Latgales reģions","Salienas vidusskola","CENTRĀLES IELA 21, SALIENA, SALIENAS PAGASTS, DAUGAVPILS NOVADS, LV-5469","skola@saliena.lv","65475311","ANTOŅINA","REDKOVA","LK",126,"lauki"
061308,"4213900519","Latgales reģions","Sventes vidusskola","DAUGAVPILS IELA 1a, SVENTE, SVENTES PAGASTS, DAUGAVPILS NOVADS, LV-5473","skola@svente.lv , aleksandrs.sibircevs@svente.lv","65429688","ALEKSANDRS","SIBIRCEVS","LK",195,"lauki"
061310,"4213900514","Latgales reģions","Špoģu vidusskola","ŠOSEJAS IELA 3, ŠPOĢI, VIŠĶU PAGASTS, DAUGAVPILS NOVADS, LV-5481","janis.belkovskis@viski.lv","65426880","JĀNIS","BELKOVSKIS","LK",321,"lauki"
061311,"4213901322","Latgales reģions","Vaboles vidusskola","VABOLE, VABOLES PAGASTS, DAUGAVPILS NOVADS, LV-5477","skola@vabolespag.lv","65475838","ELITA","SKRUPSKA","Latviešu",107,"lauki"
061313,"4213900517","Latgales reģions","Zemgales vidusskola","Zemgale-16, ZEMGALE, DEMENES PAGASTS, DAUGAVPILS NOVADS, LV-5442","skola@demene.lv","65471763, 65471757","ALEKSANDRS","PETKEVIČS","Krievu",144,"lauki"
061314,"4213903005","Latgales reģions","Bebrenes vispārizglītojošā un profesionālā vidusskola","""Bebrenes muiža"", BEBRENE, BEBRENES PAGASTS, ILŪKSTES NOVADS, LV-5439","skola@bebrene.lv","65444936, 65425966","ĒRIKA","ŠARŠUNE","Latviešu",110,"lauki"
062201,"4222900868","Latgales reģions","Medumu internātpamatskola","ILGAS IELA 15, MEDUMI, MEDUMU PAGASTS, DAUGAVPILS NOVADS, LV-5460","specskola@medumi.lv","65471574","GAĻINA","PIŠČUĻONOKA","LK",106,"lauki"
062202,"4222900521","Latgales reģions","Raudas internātpamatskola","RAUDA, ŠĒDERES PAGASTS, ILŪKSTES NOVADS, LV-5474","drauda@inbox.lv","65475040","ANDREJS","VĒVERS","Latviešu",36,"lauki"
111102,"4211900554","Latgales reģions","Konstantinovas sākumskola","SAULES IELA 15, KONSTANTINOVA, KONSTANTINOVAS PAGASTS, DAGDAS NOVADS, LV-5680","konstantinovasskola@inbox.lv","65629299","SOLVITA","STEPIŅA","Latviešu",11,"lauki"
111103,"4211900555","Latgales reģions","Sauleskalna sākumskola","SKOLAS IELA 17a, KOMBUĻI, KOMBUĻU PAGASTS, KRĀSLAVAS NOVADS, LV-5656","sauleskalnskola@inbox.lv","65629026","LOLITA","PROMA","Latviešu",12,"lauki"
111104,"4211903048","Latgales reģions","Skaistas sākumskola","MIERA IELA 13, SKAISTA, SKAISTAS PAGASTS, KRĀSLAVAS NOVADS, LV-5671","skaistasskola@inbox.lv","65624804, 65624803","EDVĪNS","VECELIS","Latviešu",14,"lauki"
111201,"4212900565","Latgales reģions","Rīgas un visas Latvijas Metropolīta Aleksandra (Kudrjašova) Grāveru pamatskola","EZERU IELA 33, GRĀVERI, GRĀVERU PAGASTS, AGLONAS NOVADS, LV-5655","graverupamatskola@inbox.lv","65629719","ELFA","ISLAMGARAJEVA","LK",33,"lauki"
111202,"4212900561","Latgales reģions","Kalniešu pamatskola","KALNIEŠI, KALNIEŠU PAGASTS, KRĀSLAVAS NOVADS, LV-5660","kalniesuskola@inbox.lv","65622449, 65622453","RUTA","LIVČA","Krievu",40,"lauki"
111206,"4212900551","Latgales reģions","Robežnieku pamatskola","SKOLAS IELA 1, ROBEŽNIEKI, ROBEŽNIEKU PAGASTS, KRĀSLAVAS NOVADS, LV-5666","robezniekiskola@inbox.lv","65629533",,,"Latviešu",64,"lauki"
111208,"4212900568","Latgales reģions","Andrupenes pamatskola","SKOLAS IELA 6, ANDRUPENE, ANDRUPENES PAGASTS, DAGDAS NOVADS, LV-5687","andrupenesskola@inbox.lv","65652236, 65652238","ARTŪRS","BABRIS","Latviešu",66,"lauki"
111209,"4212900566","Latgales reģions","Asūnes pamatskola","SKOLAS IELA 12, ASŪNE, ASŪNES PAGASTS, DAGDAS NOVADS, LV-5676","asunespamatskola@inbox.lv","65629413","ĀRIJA","ŠUMEIKO","Latviešu",48,"lauki"
111210,"4212900569","Latgales reģions","Krāslavas gr. Plāteru v.n. Poļu pamatskola","RĒZEKNES IELA 39, KRĀSLAVA, KRĀSLAVAS NOVADS, LV-5601","ceslava5@inbox.lv  ceslava@kraspolsk.lv","65622771 65622756 65622749","ČESLAVA","KOZLOVSKA","Poļu",35,"pilseta"
111211,"4212900567","Latgales reģions","Andzeļu pamatskola","Zīles, ANDZEĻI, ANDZEĻU PAGASTS, DAGDAS NOVADS, LV-5696","andzeluskola@inbox.lv","65629266, 65629226","INĀRA","KRAULIŠA","Latviešu",44,"lauki"
111213,"4212900559","Latgales reģions","Šķaunes pamatskola","ŠĶAUNE, ŠĶAUNES PAGASTS, DAGDAS NOVADS, LV-5695","skaunespsk@inbox.lv","65628353","ZOJA","ANDŽĀNE","Latviešu",40,"lauki"
111214,"4212900558","Latgales reģions","Šķeltovas pamatskola","SKOLAS IELA 1, ŠĶELTOVA, ŠĶELTOVAS PAGASTS, AGLONAS NOVADS, LV-5653","shkeltovaskola@inbox.lv","65600825","OLGA","AFANASJEVA","Latviešu",43,"lauki"
111218,"4212900563","Latgales reģions","Izvaltas pamatskola","SAULES IELA 1, IZVALTA, IZVALTAS PAGASTS, KRĀSLAVAS NOVADS, LV-5652","izvalta_skola@inbox.lv","65649418  26339830","LOLITA","PROMA","Latviešu",50,"lauki"
111223,"4212900553","Latgales reģions","Krāslavas pamatskola","PILS IELA 5, KRĀSLAVA, KRĀSLAVAS NOVADS, LV-5601","pamatskola@kraslava.lv","65681472 65681471","VIJA","KONCEVIČA","Latviešu",392,"pilseta"
111224,"4212902579","Latgales reģions","Priežmalas pamatskola","PRIEŽMALE, KASTUĻINAS PAGASTS, AGLONAS NOVADS, LV-5685","priezmala@inbox.lv","29368192","SANDRA","RAKOVA","Latviešu",46,"lauki"
111225,"4212903083","Latgales reģions","Indras pamatskola","SKOLAS IELA 1, INDRA, INDRAS PAGASTS, KRĀSLAVAS NOVADS, LV-5664","indras.vsk@inbox.lv","65625287, 26194279","INGA","JĀKOBSONE","Latviešu",91,"lauki"
111301,"4213900573","Latgales reģions","Dagdas vidusskola","MIČURINA IELA 3a, DAGDA, DAGDAS NOVADS, LV-5674","vgekisa@inbox.lv","65681525, 65681520","VIJA","GEKIŠA","Latviešu",393,"pilseta"
111302,"4219902694","Latgales reģions","Krāslavas Valsts ģimnāzija","RAIŅA IELA 25, KRĀSLAVA, KRĀSLAVAS NOVADS, LV-5601","kvg@kraslava.lv","65622095, 65622096","JĀNIS","TUKĀNS","Latviešu",172,"pilseta"
111304,"4213900576","Latgales reģions","Krāslavas Varavīksnes vidusskola","N. RANCĀNA IELA 4, KRĀSLAVA, KRĀSLAVAS NOVADS, LV-5601","skola@varaviksne.lv","65681466, 65681468","LUDMILA","SENČENKOVA","LK",506,"pilseta"
111305,"4213900572","Latgales reģions","Ezernieku vidusskola","""Gaismēni"", EZERNIEKI, EZERNIEKU PAGASTS, DAGDAS NOVADS, LV-5692","ezerniekuvsk@inbox.lv","65681493, 65653274","ALEKSANDRS","GŽIBOVSKIS","Latviešu",147,"lauki"
112201,"4222900579","Latgales reģions","Aleksandrovas internātpamatskola","ALEKSANDROVA, KONSTANTINOVAS PAGASTS, DAGDAS NOVADS, LV-5680","aleksandrova-skola@inbox.lv","65621023","ANITA","MALINOVSKA","LK",71,"lauki"
151205,"4212900463","Latgales reģions","Mežvidu pamatskola","MEŽVIDI, MEŽVIDU PAGASTS, KĀRSAVAS NOVADS, LV-5725","mezvidu-psk@inbox.lv","65728291","VITA","KRIŠĀNE","Latviešu",59,"lauki"
151207,"4212900456","Latgales reģions","Nirzas pamatskola","NIRZA, NIRZAS PAGASTS, LUDZAS NOVADS, LV-5729","nirzaskola@ludza.lv","65729757","ĻUBOVA","VANAGELE","Latviešu",50,"lauki"
151209,"4212900453","Latgales reģions","Pildas pamatskola","PILDA, PILDAS PAGASTS, LUDZAS NOVADS, LV-5733","pildaspamatskola@inbox.lv","65728202","JURIJS","ZEĻČS","Latviešu",83,"lauki"
151211,"4212900452","Latgales reģions","Mērdzenes pamatskola","MĒRDZENE, MĒRDZENES PAGASTS, KĀRSAVAS NOVADS, LV-5726","merdzene_ps@inbox.lv","65722798","INESE","AVOTA","Latviešu",71,"lauki"
151212,"4212900451","Latgales reģions","Pušmucovas pamatskola","PUŠMUCOVA, PUŠMUCOVAS PAGASTS, CIBLAS NOVADS, LV-5742","pusmucovas_skola@inbox.lv","65728101","ALLA","LOČMELE","Latviešu",57,"lauki"
151213,"4212900450","Latgales reģions","Salnavas pamatskola","SALNAVA, SALNAVAS PAGASTS, KĀRSAVAS NOVADS, LV-5740","salnavasskola@inbox.lv","65726201","ALEKSANDRS","PAVLOVSKIS","Latviešu",48,"lauki"
151217,"4212900459","Latgales reģions","Ludzas Mūzikas pamatskola","STACIJAS IELA 45, LUDZA, LUDZAS NOVADS, LV-5701","muzskola.ludza@inbox.lv","65781334","LOLITA","GREITĀNE","Latviešu",85,"pilseta"
151302,"4216900471","Latgales reģions","Ludzas pilsētas ģimnāzija","BLAUMAŅA IELA 4, LUDZA, LUDZAS NOVADS, LV-5701","lpg@ludza.lv","65707035","DZIDRA","DUKŠTA","Latviešu",536,"pilseta"
151303,"4213900476","Latgales reģions","Zilupes vidusskola","SKOLAS IELA 1, ZILUPE, ZILUPES NOVADS, LV-5751","vidusskola@zilupe.lv","65724354","ALLA","ČEKSTERE","LK",365,"pilseta"
151304,"4213900473","Latgales reģions","Ciblas vidusskola","CIBLA, CIBLAS PAGASTS, CIBLAS NOVADS, LV-5709","ciblavid@inbox.lv","65729265","SARMĪTE","LEŠČINSKA","Latviešu",129,"lauki"
151305,"4213900474","Latgales reģions","Istras vidusskola","VECSLABADA, ISTRAS PAGASTS, LUDZAS NOVADS, LV-5748","istra.skola@inbox.lv","65729541","INA","ŠTEIMANOVA","Krievu",71,"lauki"
151308,"4213900475","Latgales reģions","Ludzas 2. vidusskola","P. MIGLINĪKA IELA 34A, LUDZA, LUDZAS NOVADS, LV-5701","lvs@ludzaspils.lv","65724539, 65723840","ZINAĪDA","BULIGA","LK",435,"pilseta"
151310,"4213902516","Latgales reģions","Kārsavas vidusskola","VIENĪBAS IELA 101, KĀRSAVA, KĀRSAVAS NOVADS, LV-5717","vidusskola@karsava.lv","65707214","EDGARS","PUKSTS","Latviešu",294,"pilseta"
151401,"4214900477","Latgales reģions","Ludzas novada vakara vidusskola","1. MAIJA IELA 16, LUDZA, LUDZAS NOVADS, LV-5701","vakarskola@ludza.lv","65722368","GAĻINA","GARBUZOVA","Latviešu",109,"pilseta"
152201,"4222900478","Latgales reģions","Ezersalas internātpamatskola","EZERSALA, ZVIRGZDENES PAGASTS, CIBLAS NOVADS, LV-5752","ezersalas_skola@inbox.lv","65723663, 29175902","ANDREJS","TEREŠKO","Latviešu",26,"lauki"
181203,"4212900360","Latgales reģions","Dravnieku pamatskola","SKOLAS IELA 4, STABULNIEKI, STABULNIEKU PAGASTS, RIEBIŅU NOVADS, LV-5333","dravniekupsk@riebini.lv","65326502, 65326503","JĀNIS","ZNOTIŅŠ","Latviešu",51,"lauki"
181204,"4212900366","Latgales reģions","Jaunsilavas pamatskola","JAUNSILAVAS IELA 1, JAUNSILAVAS, TURKU PAGASTS, LĪVĀNU NOVADS, LV-5316","jaunsilavaspsk@livani.lv","65300804","JANĪNA","USĀRE","Latviešu",125,"lauki"
181206,"4212900364","Latgales reģions","Galēnu pamatskola","SKOLAS IELA 11, GALĒNI, GALĒNU PAGASTS, RIEBIŅU NOVADS, LV-5311","galenupsk@riebini.lv","65329002","GUNITA","STRODE","Latviešu",61,"lauki"
181207,"4212900365","Latgales reģions","Jersikas pamatskola","SKOLAS IELA 2, JERSIKA, JERSIKAS PAGASTS, LĪVĀNU NOVADS, LV-5315","jersikaspsk@livani.lv","65307196","INESE","JAUNUŠĀNE","Latviešu",97,"lauki"
181208,"4212900367","Latgales reģions","Pelēču pamatskola","SKOLAS IELA 4, PELĒČI, PELĒČU PAGASTS, PREIĻU NOVADS, LV-5320","pelecupsk@pvg.edu.lv","65326155","ANNA","KARČEVSKA","Latviešu",59,"lauki"
181209,"4212900372","Latgales reģions","Priekuļu pamatskola","SKOLAS IELA 8, PRĪKUĻI, SAUNAS PAGASTS, PREIĻU NOVADS, LV-5323","priekulupsk@pvg.edu.lv","65329886","RUTA","ROŽĀNE","Latviešu",23,"lauki"
181211,"4212900368","Latgales reģions","Rožupes pamatskola","SKOLAS IELA 2, ROŽUPE, ROŽUPES PAGASTS, LĪVĀNU NOVADS, LV-5327","rozupespsk@livani.lv","65381310","GUNDARS","KUCENČEIRS","Latviešu",71,"lauki"
181212,"4212900370","Latgales reģions","Salas pamatskola","SMELTERI, SAUNAS PAGASTS, PREIĻU NOVADS, LV-5326","salaspsk@pvg.edu.lv","65326400","VALENTĪNA","LINIŅA","Latviešu",45,"lauki"
181214,"4212900358","Latgales reģions","Sīļukalna pamatskola","LATGALES IELA 2, SĪĻUKALNS, SĪĻUKALNA PAGASTS, RIEBIŅU NOVADS, LV-5331","silukalnapsk@riebini.lv","65326204","MARIJA","BERNĀNE","Latviešu",35,"lauki"
181215,"4212900357","Latgales reģions","Sutru pamatskola","SUTRI, SUTRU PAGASTS, LĪVĀNU NOVADS, LV-5334","sutrupsk@livani.lv","65329121","MĀRIS","GRIGALIS","Latviešu",25,"lauki"
181217,"4212900353","Latgales reģions","Vārkavas pamatskola","SKOLAS IELA 1, VĀRKAVA, VĀRKAVAS PAGASTS, VĀRKAVAS NOVADS, LV-5337","varkavaspsk@pvg.edu.lv","28449096","SKAIDRĪTE","MEDNE","Latviešu",26,"lauki"
181218,"4212900373","Latgales reģions","Rušonas pamatskola","LIEPU IELA 5A, KASTĪRE, RUŠONAS PAGASTS, RIEBIŅU NOVADS, LV-5329","rusonaspsk@riebini.lv","65326451","JANĪNA","ŠELEGOVIČA","Latviešu",65,"lauki"
